22/08/14 12:19:59,sakai,8.544,7
22/08/14 12:37:04,sakai,13.01,7
22/08/14 12:37:04,sakai,13.01,8
22/08/14 14:35:30,sakai,5.562,7
22/08/14 16:10:37,kuroda,10.448,1
22/08/14 16:24:38,kuroda,9.736,7
22/08/14 16:28:15,kuroda,15.28,1
22/08/14 16:29:12,kuroda,4.52,1
22/08/14 16:30:24,kuroda,12.927,1
22/08/15 12:26:50,kuroda,6.288,1
22/08/15 12:28:13,kuroda,17.208,1
22/08/16 11:49:28,murai,12.438,7
22/08/31 04:19:38,murai,9.626,7
